감정_대분류	문장
3	의사가 당뇨 합병증 때문에 허리 디스크 수술을 진행하기 어렵다고 해서 슬퍼.응. 허리 디스크 수술을 해야 생활이 편해질 텐데 상처받았어.산책하면서 기분을 가라앉혀야겠어.
5	나는 운이 없나 봐.돈도 없어서 병원비도 감당하기 어려워.
5	직장 일에 스트레스를 너무 많이 받아. 몸도 마음도 너무 지쳐.친구 만나서 맛있는 거 먹고 신나게 수다 떠는 게 제일 좋은 방법인 거 같아.
5	아내가 생활비가 빈다고 내가 가져간 거냐고 의심해서 억울해.바둑이나 한판 둬야겠어. 집중을 하다 보면 다른 일을 잊을 수 있거든.
5	나만 따돌림 당하는거 같아서 많이 억울해.부모님께 말씀드려서 전학을 생각 중이야.
5	내 친구는 술과 담배를 계속하는데 나보다 건강한 것 같아서 짜증 나.건강을 위해 술과 담배를 끊은 건데 소용이 없나 싶어.술과 담배에 집착하지 않고 건강을 위해 운동을 시작해봐야겠어.
3	이번에 지원한 회사에서 불합격됐어. 오랫동안 준비했는데 합격이 안 되었네.앞으로의 진로를 어떻게 잡아야 할지 모르겠어.
5	선생님은 어떻게 해도 그 친구는 이길 수 없을 거라고 포기하라셔. 상처 받았어.그 친구가 아무리 대단하다고 해도 이렇게 희망을 짓밟아버리면 안 되잖아?선생님 말씀은 무시하고 계속 노력해서 내가 이길 거야.
5	이 프로젝트는 왜 나만 모든 일을 맡아서 해야 하는지 모르겠어. 나만 희생되는 기분이야.업무를 배분해서 진행했으면 좋겠어. 팀장님께 업무 재분배를 요청해야겠어.
5	나 결혼 준비하는데 너무 우울해.결혼 준비해야 하는데 그동안 모은 돈이 없거든. 결혼 준비하는 것도 막막해.엄마가 도와주고 있어. 엄마한테 결혼자금 도와달라고 얘기해볼까 봐.
5	나도 문제집이 필요한데 선생님은 왜 저 애에게만 남는 문제집을 주시는 거냐고! 선생님은 저 애만 편애하셔.내가 저 애보다 성적이 조금 떨어지지만 공부에 대한 열정은 안 지는데 선생님은 너무 하셔.수업 시간에 집중하고 저 애보다 더 열심히 공부해서 성적을 올릴 거야.
5	내 잘못도 아닌데 정직 처분을 받아 너무 속상해.가뜩이나 업무도 과중한데 다른 사람 잘못까지 떠안으니 다닐 맛이 안 나네. 그만둘까 하는 생각이 굴뚝같아. 언제까지 버틸는지.
3	자식 집에 얹혀 살면서 애들한테까지 무시를 받으니 이렇게 서러울 수가 없어.상황이 여의치 않아서 나가지도 못하고 내 팔자야.모르겠어. 이따 산책이나 좀 하고 오려고.
3	같이 사는 형 때문에 짜증 나.맨날 내가 사놓은 음식을 몰래 먹고 다시 사두지 않아. 뻔뻔해서 화가 나.맞아. 대충 웃음으로 때우려고 해서 더 진절머리가 나.
3	어머님이 돌아가셨어. 너무 슬퍼서 밥을 먹을 수 없어.생전에 못 해준 게 많은데 이렇게 가서 어떡해.
5	가족들 하고도 연을 끊었는데 친구들까지 연락이 안 돼 너무 괴로워.잘못 살아왔나 하고 생각이 드니 자꾸 눈물이 나.친구들에게 다시 한 번 연락을 해보려 해.
3	만성 질환으로 하루에 수십 가지의 약물을 복용하다보니 이젠 위까지 좋지 않아.이제 남은 인생을 약만 먹다가 가게 생겼어.늙고 아픈 건 서럽지만 그래도 잘 견뎌봐야지.
3	나 너무 지쳤나 봐. 컨디션 회복이 안 되고 있어.부장의 변덕으로 필요 없는 야근을 했어. 처음 입사했을 때 좋게 생각했는데 실망이야.
5	병원이 있으니 부쩍 고립된 기분이 들어.맞아. 이 고립감을 없애기 위해 취미생활을 해보려고.
3	친구 결혼식에서 내가 다 눈물이 나더라고.친구 부모님께서 녀석을 안고 눈물을 보이시는데 그때 나도 덩달아 눈물이 났어. 그 순간이 되게 감동적이었거든.
5	친구가 아프다는데 내 형편이 안 좋아서 도와줄 수가 없다는 게 마음이 아프네.그렇지. 말로만 힘내라고 하는 게 속상하네.
3	고산지대 여행을 꿈꿨지만 의사는 내 몸이 약하다고 만류해서 슬퍼.죽더라도 페루로 가서 안데스 문명을 보는 게 내 소원이야.여행을 갈 수 있는 몸을 만들어야지. 건강관리를 해야겠어.
5	이제 투자할 돈도 없는데 주식이 또 하한가야. 고혈압 때문에 스트레스 받으면 안 좋다고 했는데 요즘 너무 속상해.당장 재정 상태부터 확인해보고 앞으로는 신중하게 투자해야겠어.이 사건을 에스앤에스를 통해 공론화시킬 생각이야.
3	막내아들이 사춘기라서 그런지 요즘 엄마 말을 무시하고 제멋대로만 하려고 해.어릴 때는 손댈 곳이 없이 순종 잘하고 착한 아들이었는데 왜 이렇게 변했나 싶어. 속상하고 또 실망스러워.아들과 맺은 끈끈한 정이 사라지는 건 아닌지 불안하기도 해.
3	회사에서 승진이 안돼서 이제 그만 퇴사하기로 했어.실망도 하고 지쳐.일하는 것도 그렇고 실망만 늘어가.
3	요실금을 오래 겪었더니 이제는 기저귀차는 일이 아무 감정 없어.처음에는 너무 비참했지. 내가 기저귀를 차게 되었다니 말이야.이제 기저귀는 일상이라고 생각하고 적응해야겠어.
3	요새 회사에서 계속 야근하니까 너무 힘들어. 일을 해도 해도 안 끝나는 것 같아. 열심히 하는데도 끝이 보이지 않아. 사람을 더 뽑아 달라니까 뽑아 주지도 않고.돈 아낀다고 있는 사람들만 들들 볶고 있지. 인력 충원이 필요한데 요구해도 해주지 않아서 힘들어.
3	나 돈이 없어서 우울해.노후자금을 주식에 투자했는데 주식값이 급락했지 뭐야.
3	공부는 왜 대학을 가서도 해야 하는 거지?대학에선 공부보다 다양한 경험을 하고 싶어.아르바이트를 시작해 보는 것도 좋을 것 같아.
5	잉꼬부부로 소문난 친구가 이혼했어. 아내가 바람을 피웠대. 상상도 못 한 일이야.나도 이런 경우를 겪을까 봐 걱정돼. 아내의 속마음이 궁금해.
3	오늘 친구를 만났는데 정말 실망스러웠어.어렸을 때는 안 그랬는데 뭔가 사람이 가벼워진 느낌이 들어.친구의 모습을 보니 나는 다른 사람들을 대할 때 좀 더 잘해야 한다는 생각이 들었어.
3	어제 저녁에 엄마랑 싸웠는데 엄마가 갑자기 눈물을 흘리셔서 얼른 무릎을 꿇고 죄송하다고 사과 드렸어.응. 그래서 바로 사과를 드렸고 다행히도 엄마는 사과를 받아주셨어. 하지만 내가 상처를 드린 것 같아 아직 슬퍼.글쎄. 사과의 편지라도 한 번 적어볼까.
5	우리 부모님이 나 말고 언니만 예뻐하는 것 같아서 질투가 나.부모님과 깊은 얘기를 나눠보면 좋을 것 같아.
5	입시 미술 학원에 다니는데 부모님께 너무 죄송해. 가난한 가정에서 미술을 하는 게 죄책감이 들어.어차피 들어야 하는 수업을 더 열심히 들으려고 노력하고 있어.
5	요즘 돈이 부족해서 대인관계를 가지는 것이 힘든 것 같아.금전적 여유가 있으면 대인관계를 맺기 쉬울 텐데.
3	칠 년 동안 연애한 남자친구가 오늘 저녁에 나에게 청혼을 할 것으로 생각했는데 그게 아니라서 실망했어.내 나이가 적은 나이도 아닌 데 이대로 있다가는 언제 결혼하고 언제 아이를 낳을지 걱정이야.
5	내 또래보다 난 너무 가난한 것 같아.내 또래 친구들은 이미 집도 있고 차도 있고 많이 이뤘는데 난 그렇지 못해.
5	나 따돌림을 당하고 있는데 선생님이 관심이 없으셔.날 도와줄 사람은 선생님뿐인데 이런 상황에서 내가 어떻게 해야 할지 모르겠어.선생님은 말해도 안 도와주실 것 같으니 상담센터에 연락을 해 봐야겠어.내 고충을 들어주실 거야.
5	좋은 계약 건이 있기에 회사사람한테 다리 놓아 주라고 했더니 계약을 가로채갔어. 배신감이 크네.지금까지 믿고 가까이 했는데 내가 사람을 잘못 봤어. 아주 화가 나.이번 기회에 어떤 사람인지 알았다고 긍정적으로 생각하고 거리를 두고 지내야겠어.
3	난 평생 일하느라 몸이 상하는지도 몰랐어.건강을 챙길 여력은 없었거든.이제라도 병원 잘 다니면서 시키는 건 다 해보려고.
5	미혼인 친구가 돌연 임신 사실을 알려서 놀랐어.친구가 걱정이 되기도 하고 이렇게 갑자기 이런 소식을 들어서 조금 서운하기도 해.친구와 둘이 만나서 어떻게 된 건지 이야기를 나눠볼래.
5	뉴스에서 부모를 요양병원에 버렸다는 기사가 떴어. 그 순간 나도 버려질까 봐 무서웠어.같이 있던 자식들 누구 한 명이라도 욕을 해 줬으면 안심이 됐을 텐데. 매우 상처 받았어.차라리 내가 스스로 요양병원에 가겠다고 말하는 게 나을 것 같아.
5	아픈 김 씨 대신 내가 청소를 했는데 노인정 사람들이 김 씨가 청소한 줄 알아. 억울해.내가 청소했다는 걸 어떻게 말해야 좋을까?노인정 사람들 앞에서 김 씨에게 아직도 아프냐고 물어보면서 내가 청소했다는 걸 어필해야겠어.
3	자식들이 주는 용돈을 거절하고 싶은데 생활 때문에 계속 받는 것이 마음에 걸려.자식들 생활도 넉넉하지 않은데 이렇게 매번 받는 내 자신이 초라하고 우울해.내일부터 상담도 받고 내가 할 수 있는 일자리를 좀 알아봐야겠어.
3	내가 열심히 준비한 면접에서 또 떨어졌어.정말 눈물 나. 내가 정말 엄청난 노력을 기울인 면접이었거든.부족한 점이 뭔지는 알고 있었지만 그래도 나름 잘 봤다고 생각했어.
3	내 병원비가 부담될 텐데도 남편이 전혀 내색하지 않아서 미안하고 슬퍼.내가 남편에게 부담만 주는 것 같아서 눈물이 나.치료에 전념해서 하루빨리 회복될 수 있도록 할 거야.
5	애인에게 차이고 나니 이용만 당하다가 버려진 기분이야.마음이 식어서 더는 좋아하기 어렵다고 해서 헤어지게 되었어. 먼저 좋아했던 건 그 친구인데 말이야.그래서 속상하지만 그래도 잘 이겨내고 더 좋은 사람 만나야지.
3	나 산후우울증인 걸까? 애 낳고 나서 너무 우울하고 아무 것도 하기가 싫어.응. 다른 사람들은 아이 낳으면 예뻐서 어쩔 줄을 모른다는데 난 내 애한테 하나도 정이 안 가. 그냥 얘 때문에 너무 힘들어.
5	약속이 있어서 나가려는데 엄마가 동생을 돌보라고 해.당연히 너무 속상하지. 동생도 밉고.엄마에게 내 약속도 중요한 거라고 이야기 해야겠어.
5	회사 때문에 병을 얻어서 입원했는데 회사에서는 아무런 조치도 취해주지 않아 화가 나.가족과 보내는 시간도 줄여가며 열심히 일했는데 회사에서 이런 대우를 받아서 상처 받았어.삶에서 중요한 게 먼지 다시 생각해 봐야겠어. 가족들과 더 많은 시간을 보내고 싶어.
5	나는 조직 생활에 어울리지 않나 봐.기껏 열심히 일했더니 공은 다른 사람이 다 가져갔고. 개인은 이렇게 조직에 희생되는 게 맞아?
5	딸이 다 커서 독립한 후 남편과 이혼해 따로 살기 시작했어. 일 끝나고 아무도 없는 집에 돌아오면 고독해.그래도 예전엔 딸이랑 가깝게 지냈었는데 딸마저 독립한 후에는 정말 외롭더라고.
3	당뇨로 고생 중인데 아내가 이혼하자더군. 아내가 날 버리면 병은 더 악화될 텐데 세상에 나 혼자 남은 기분이야.젊은 시절에 가정에 소홀했지. 그래도 그렇지 이혼을 하자니 너무 허망해.아내에게 졸혼은 어떤지 대화를 나누어 봐야겠어. 졸혼을 한다면 가끔씩이라도 도움을 받을 수 있을 거야.
5	오래 다니고 있었던 회사에서 이런 식으로 잘릴 줄이야.내 청춘을 바친 회사인데 이렇게 끝나다니.이제 다시는 회사에 들어가지 않을 거야.
5	좋은 대학에서 최상의 교육을 받고 싶은데 가정형편 때문에 힘들어. 난 너무 불우한 것 같아.응. 문제집 살 돈도 없는데 어떻게  공부해야 할지 모르겠어.응 그리고 학교에서 회비를 내야 하거나 할 때도 돈이 없어서 낼 수가 없어. 너무 힘들어.
5	진급자 발표가 오늘 났는데 내가 누락돼서 충격 먹었어.내년에는 더 열심히 해야겠어.맞아. 내년에는 꼭 진급해야지.
5	결혼기념일을 잊고 남편이 술집에 가서 상처 받았어.일주일 전에 분명 이야기를 했는데 남편이 또 까먹었어.상처받은 내 마음을 남편에게 당장 말하겠어.
5	나 남자친구랑 헤어지고 싶어.남자친구가 나한테 말을 너무 막 해. 오랜 시간 만나서 내가 너무 편해서 그런가?이미 변한 오래돼서 얘기해도 안 고쳐질 것 같아. 이젠 상처 그만 받고 싶어.
5	신랑이 은퇴한다고 생각하니까 괴로운가 봐.오십 대 초반이지.백 세 시대인데 신랑도 괴롭고 나도 괴로워. 새 직장을 알아봐야 하지 않을까?
3	지금 가족관계가 좋지 않아서 아무것도 못 하겠어.아무 생각 없이 푹 자면 기분이 나아질 것 같아.
3	요즘 회사에서 일하는 게 옛날 같지 않아.회사에서 일하는 데 집중이 잘 안 돼. 업무 효율성이 너무 떨어지는 것 같아.일 처리가 느려져서 과거에 비해 야근하는 횟수가 잦거든. 이럴 때 내가 늙었다는 생각이 들어 굉장히 우울해져.
3	죽마고우가 갑자기 심부전증으로 세상을 떠났어. 더 자주 연락하고 만나지 않는 게 너무 후회돼.그 친구가 계속 생각나고 만나고 싶어. 계속 우울하고 슬퍼지네.친구와 생전에 놀러 갔었던 곳을 다시 가서 마음을 정리해야겠어.
